currency,op,file,line,npc,method,case,target,amount,hint
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,18924,,UseItem,3005837,client.Player,100000000,You received 100000000 silver for opening the BigSilverBag.
BoundCP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,19068,,UseItem,3008727,client.Player,270,Success ! You successfully combined all fragments and received 270 CPs(B).
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,20765,,UseItem,728248,client.Player,25000, + client.Player.Name + 
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,20774,,UseItem,728248,client.Player,10000, + client.Player.Name + 
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,20782,,UseItem,728248,client.Player,5000,You received 10.000 ConquerPoints!
Gold,gain,Game/MsgServer/MsgLoginClient.cs,425,,LoadPlayer,,client.Player,client.Player.ArenaCPS,You got {client.Player.ArenaCPS} Silver for ranking in top10 arena.
CP,spend,Game/MsgServer/MsgMachine.cs,57,,Handler,SlotMachineSubType.StartSpin,user.Player,cost,
Gold,spend,Game/MsgServer/MsgMachine.cs,62,,Handler,SlotMachineSubType.StartSpin,user.Player,cost,
CP,spend,Game/MsgServer/MsgMachine.cs,89,,Handler,SlotMachineSubType.StartSpin,user.Player,cost,You bet is 
Gold,spend,Game/MsgServer/MsgMachine.cs,94,,Handler,SlotMachineSubType.StartSpin,user.Player,cost,
CP,gain,Game/MsgServer/MsgMachine.cs,117,,Handler,SlotMachineSubType.ClientFinishSpin,user.Player,reward,You won is 
Gold,gain,Game/MsgServer/MsgMachine.cs,122,,Handler,SlotMachineSubType.ClientFinishSpin,user.Player,reward,
CP,spend,Game/MsgServer/MsgMemoryAgate.cs,134,,MemoryAgateHandler,AgateEx.AgateActions.Repair,client.Player,(uint)cost,
CP,gain,Game/MsgServer/MsgMessage.cs,996,,ChatCommands,ChatMode.Clan,user.Player,500,
CP,gain,Game/MsgServer/MsgMessage.cs,1006,,ChatCommands,ChatMode.Clan,user.Player,500,
CP,gain,Game/MsgServer/MsgMessage.cs,1039,,ChatCommands,ChatMode.Clan,user.Player,playerCompensationCPs,
Gold,gain,Game/MsgServer/MsgMessage.cs,1194,,ChatCommands,ChatMode.Clan,user.Player,uint.Parse(data[3]),
CP,gain,Game/MsgServer/MsgMessage.cs,1204,,ChatCommands,ChatMode.Clan,user.Player,uint.Parse(data[3]),reborns
Gold,set,Game/MsgServer/MsgMessage.cs,2043,,ChatCommands,ChatMode.Clan,client.Player,(uint)amount,
CP,set,Game/MsgServer/MsgMessage.cs,2392,,ChatCommands,ChatMode.Clan,client.Player,amount,
BoundCP,set,Game/MsgServer/MsgMessage.cs,2418,,ChatCommands,ChatMode.Clan,client.Player,amount,boundcps
BoundCP,set,Game/MsgServer/MsgMessage.cs,2794,,ChatCommands,ChatMode.Clan,client.Player,int.Parse(data[1]),
CP,spend,Game/MsgServer/MsgNameChange.cs,138,,OnDequeue,ActionID.Request,user.Player,1075,
Gold,spend,Game/MsgServer/MsgNobility.cs,81,,HandlerNobility,DonationTyp.Money,user.Player,(uint)(UID),
CP,spend,Game/MsgServer/MsgNobility.cs,93,,HandlerNobility,DonationTyp.ConquerPoints,user.Player,(uint)conquerPointsCost,
BoundCP,spend,Game/MsgServer/MsgOsShop.cs,60,,Process,,user.Player,Cost,
CP,spend,Game/MsgServer/MsgOsShop.cs,76,,Process,,user.Player,(uint)Cost,
CP,gain,Game/MsgServer/MsgTrade.cs,201,,HandlerTrade,TradeID.RequestCompleteTrade,user.Player,user.MyTrade.Target.MyTrade.ConquerPoints,
Gold,gain,Game/MsgServer/MsgTrade.cs,202,,HandlerTrade,TradeID.RequestCompleteTrade,user.Player,user.MyTrade.Target.MyTrade.Money,
CP,gain,Game/MsgServer/MsgTrade.cs,205,,HandlerTrade,TradeID.RequestCompleteTrade,user.MyTrade.Target.Player,user.MyTrade.ConquerPoints,
Gold,gain,Game/MsgServer/MsgTrade.cs,206,,HandlerTrade,TradeID.RequestCompleteTrade,user.MyTrade.Target.Player,user.MyTrade.Money,
CP,gain,Game/MsgTournaments/FrozenSky.cs,118,,CheckUp,,winner.Player,RewardConquerPoints, + winner.Player.Name + 
CP,gain,Game/MsgTournaments/FrozenSky.cs,175,,CheckUp,,winner.Player,RewardConquerPoints, + winner.Player.Name + 
CP,gain,Game/MsgTournaments/KingOfTheHill.cs,154,,CheckUp,,Winner.Player,"EventsRewards.EventReward(""KingOfTheHill"").RewardValue",KingOfTheHill has ended.
Gold,gain,Game/MsgTournaments/MsgClanWar.cs,259,,GetRewards,CityType.Phoenix,user.Player,value,You received 
Gold,gain,Game/MsgTournaments/MsgClanWar.cs,272,,GetRewards,CityType.Phoenix,user.Player,value / 2,You received 
CP,gain,Game/MsgTournaments/MsgClassPKWar.cs,289,,GetMyReward,TournamentType.Pirate,client.Player,value,You received 
CP,gain,Game/MsgTournaments/MsgCouples.cs,125,,CheckUp,,winner.Player,value,CouplesTournament
CP,gain,Game/MsgTournaments/MsgLastManStand.cs,97,,CheckUp,,winner.Player,RewardConquerPoints, + winner.Player.Name + 
CP,gain,Game/MsgTournaments/MsgLastManStand.cs,101,,CheckUp,,winner.Player,"EventsRewards.EventReward(""LastMan"").RewardValue", + winner.Player.Name + 
CP,gain,Game/MsgTournaments/MsgPkWar.cs,70,,GiveReward,,client.Player,value,WeeklyPKWar
Gold,gain,Game/MsgTournaments/MsgSkillTournament.cs,108,,CheckUp,,winner.Player,(int)RewardConquerPoints, + winner.Player.Name + 
CP,gain,Game/MsgTournaments/MsgTopFight.cs,157,,CheckUp,,winner.Player,King, + winner.Player.Name + 
CP,gain,Game/MsgTournaments/MsgTopFight.cs,169,,CheckUp,,winner.Player,Prince, + winner.Player.Name + 
CP,gain,Game/MsgTournaments/MsgTopFight.cs,181,,CheckUp,,winner.Player,Duke, + winner.Player.Name + 
CP,gain,Game/MsgTournaments/MsgTopFight.cs,193,,CheckUp,,winner.Player,Duke, + winner.Player.Name + 
Gold,gain,Game/MsgTournaments/MsgTreasureThief.cs,137,,Reward,0,user.Player,value,You've received 
CP,gain,Game/MsgTournaments/OfficialTournaments/MsgEliteTournament.cs,134,,GetReward,,client.Player,"EventsRewards.EventReward(""ElitePK1st"").RewardValue",ElitePK1st
CP,gain,Game/MsgTournaments/OfficialTournaments/MsgEliteTournament.cs,152,,GetReward,,client.Player,"EventsRewards.EventReward(""ElitePK2nd"").RewardValue",ElitePK2nd
CP,gain,Game/MsgTournaments/OfficialTournaments/MsgEliteTournament.cs,167,,GetReward,,client.Player,"EventsRewards.EventReward(""ElitePK3rd"").RewardValue",ElitePK3rd
CP,gain,Game/MsgTournaments/OfficialTournaments/MsgEliteTournament.cs,183,,GetReward,,client.Player,"EventsRewards.EventReward(""ElitePK4th"").RewardValue",ElitePK4th
CP,gain,Game/MsgTournaments/OfficialTournaments/MsgEliteTournament.cs,198,,GetReward,,client.Player,"EventsRewards.EventReward(""ElitePK8th"").RewardValue",ElitePK8th
CP,gain,Game/MsgTournaments/OfficialTournaments/MsgSkillTeamPkTournament.cs,85,,GetReward,,client.Player,"EventsRewards.EventReward(""TeamPK1st"").RewardValue",TeamPK1st
CP,gain,Game/MsgTournaments/OfficialTournaments/MsgSkillTeamPkTournament.cs,102,,GetReward,,client.Player,"EventsRewards.EventReward(""TeamPK2nd"").RewardValue",Congratulation to 
CP,gain,Game/MsgTournaments/OfficialTournaments/MsgSkillTeamPkTournament.cs,119,,GetReward,,client.Player,"EventsRewards.EventReward(""TeamPK3rd"").RewardValue",You've received 
CP,gain,Game/MsgTournaments/OfficialTournaments/MsgSkillTeamPkTournament.cs,136,,GetReward,,client.Player,"EventsRewards.EventReward(""TeamPK4th"").RewardValue",You've received {EventsRewards.EventReward(
CP,gain,Game/MsgTournaments/OfficialTournaments/MsgSkillTeamPkTournament.cs,153,,GetReward,,client.Player,"EventsRewards.EventReward(""TeamPK8th"").RewardValue",You've received {EventsRewards.EventReward(
CP,gain,Game/MsgTournaments/OfficialTournaments/MsgTeamPkTournament.cs,85,,GetReward,,client.Player,"EventsRewards.EventReward(""TeamPK1st"").RewardValue",TeamPK1st
CP,gain,Game/MsgTournaments/OfficialTournaments/MsgTeamPkTournament.cs,102,,GetReward,,client.Player,"EventsRewards.EventReward(""TeamPK2nd"").RewardValue",Congratulation to 
CP,gain,Game/MsgTournaments/OfficialTournaments/MsgTeamPkTournament.cs,119,,GetReward,,client.Player,"EventsRewards.EventReward(""TeamPK3rd"").RewardValue",You've received {EventsRewards.EventReward(
CP,gain,Game/MsgTournaments/OfficialTournaments/MsgTeamPkTournament.cs,136,,GetReward,,client.Player,"EventsRewards.EventReward(""TeamPK4th"").RewardValue",You've received {EventsRewards.EventReward(
CP,gain,Game/MsgTournaments/OfficialTournaments/MsgTeamPkTournament.cs,153,,GetReward,,client.Player,"EventsRewards.EventReward(""TeamPK8th"").RewardValue",You've received {EventsRewards.EventReward(
CP,gain,Game/MsgTournaments/PassTheBomb.cs,156,,CheckUp,,winner.Player,"EventsRewards.EventReward(""PassTheBomb"").RewardValue", + winner.Player.Name + 
Gold,gain,MadeByDaRkFox/CharacterCreationDefaultSet.cs,47,,Init,,client.Player,50000,Code:NewCharacter
CP,set,MadeByDaRkFox/SqlMigrator.cs,120,,GeneratePlayerObjFromFiles,,player,"reader.ReadUInt32(""Character"", ""ConquerPoints"", 0)",Character
BoundCP,set,MadeByDaRkFox/SqlMigrator.cs,122,,GeneratePlayerObjFromFiles,,player,"reader.ReadInt32(""Character"", ""BoundConquerPoints"", 0)",Character
Gold,set,MadeByDaRkFox/SqlMigrator.cs,123,,GeneratePlayerObjFromFiles,,player,"reader.ReadUInt32(""Character"", ""Money"", 0)",Character
CP,gain,NewItems.cs,122,,EventBag,8,client.Player,value,You've received Stone(+
CP,spend,Role/Instance/Trade.cs,38,,AddConquerPoints,,Owner.Player,dwParam,
CP,gain,Role/Instance/Trade.cs,39,,AddConquerPoints,,this,dwParam,
Gold,spend,Role/Instance/Trade.cs,51,,AddMoney,,Owner.Player,dwParam,
Gold,gain,Role/Instance/Trade.cs,52,,AddMoney,,this,dwParam,
CP,gain,Role/Instance/Trade.cs,137,,DestroyItems,,Owner.Player,ConquerPoints,
Gold,gain,Role/Instance/Trade.cs,138,,DestroyItems,,Owner.Player,Money,
Gold,spend,Role/Player.cs,1201,,CheckDropItems,Role.Flags.ConquerAction.Sit,this,DropMoney * 5,
