id;name;type;lookface;life;mana;attack_max;attack_min;defence;dexterity;dodge;helmet_type;armor_type;weaponr_type;weaponl_type;attack_range;view_range;escape_life;attack_speed;move_speed;level;attack_user;drop_money;drop_itemtype;size_add;action;run_speed;drop_armet;drop_necklace;drop_armor;drop_ring;drop_weapon;drop_shield;drop_shoes;drop_hp;drop_mp;magic_type;magic_def;magic_hitrate;ai_type;defence2;stc_type;anti_monster;extra_battlelev;extra_exp;extra_damage;species_type;attr_metal;attr_wood;attr_water;attr_fire;attr_earth;vs_callpet;transform_flag;transform_condition;transform_monster;attack_new;defence_new;stable_defence;critical_rate;magic_critical_rate;anti_critical_rate;final_dmg_add;final_dmg_add_mgc;final_dmg_reduce;final_dmg_reduce_mgc;item_drop_rule1;item_drop_rule2;item_drop_rule3;item_drop_rule4;extra_magic_injury;attribute
0102;SkeletonKing;0001;0211;50000;00;2500;2500;0100;0020;0050;0000;0000;0000;0000;0012;0012;3000;2000;1000;0120;32771;0120;0000;0001;98054262;0500;007;015;006;015;015;005;007;1002010;1001020;0000;0050;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0103;GhostAres;0001;0211;60000;00;2500;2500;0200;0020;0050;0000;0000;0000;0000;0012;0012;5000;2000;1000;0120;32771;0120;0000;0001;98054263;0500;007;015;006;015;015;005;007;1002010;1001020;0000;0070;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0105;RockMonsterL17;0001;0136;0606;00;0038;0032;0000;0002;0069;0000;0000;0000;0000;0001;0010;0000;1000;1000;0017;32771;0015;0000;0001;98053948;1000;001;002;001;002;002;099;003;1000020;1001010;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0106;RockMonsterL42;0001;0136;3656;00;0146;0119;0000;0006;0075;0000;0000;0000;0000;0001;0010;0000;1000;1000;0042;32771;0039;0000;0001;98053984;1000;004;007;003;007;007;000;009;1002000;1001020;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0107;RockMonsterL72;0001;0136;14716;00;0545;0448;0000;0003;0083;0000;0000;0000;0000;0001;0015;0000;1000;1000;0072;32771;0079;0000;0001;98054055;1000;006;014;006;014;014;004;015;1002010;1001020;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0108;RockMonsterL92;0001;0136;30864;00;1040;0855;0000;0011;0092;0000;0000;0000;0000;0001;0015;0000;1000;1000;0092;32771;0117;0000;0001;0000;1000;008;018;008;018;018;007;019;1002020;1001020;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0110;WindSnake;0001;0203;0400;00;0073;0065;0000;0004;0073;0000;0000;0000;0000;0001;0008;0000;1000;0500;0027;32771;0020;0000;0001;98053956;0500;002;004;002;004;004;099;005;1000010;1001010;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0111;AlienBandit;0001;0201;0600;00;0089;0081;0000;0006;0075;0000;0000;0000;0000;0001;0008;0000;1000;0500;0032;32771;0023;0000;0001;94005;0500;003;005;002;005;005;099;007;1000010;1001010;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0112;FireRat;0001;0202;0800;00;0114;0103;0000;0006;0078;0000;0000;0000;0000;0001;0008;0000;1000;0500;0037;32771;0027;0000;0001;94010;0500;003;006;003;006;006;099;007;1000010;1001010;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0113;BlazerSpirit;0001;0202;1500;00;0133;0119;0000;0006;0075;0000;0000;0000;0000;0001;0008;0000;1000;0500;0042;32771;0039;0000;0001;94015;0500;004;007;003;007;007;000;009;1000020;1001020;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0120;MinMacaque;0001;0156;1759;00;0173;0156;0000;0005;0078;0000;0000;0000;0000;0001;0008;0000;1000;0500;0047;32771;0043;0000;0001;94020;0500;004;008;004;008;008;001;009;1000020;1001020;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0121;ElfApe;0001;0156;2114;00;0222;0200;0000;0003;0079;0000;0000;0000;0000;0001;0008;0000;1000;0500;0052;32771;0047;0000;0002;94025;0500;005;009;005;009;009;002;011;1000020;1001020;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0122;SlowApe;0001;0103;2547;00;0281;0253;0000;0005;0082;0000;0000;0000;0000;0001;0008;0000;1000;0500;0057;32771;0051;0000;0001;94030;0500;005;011;005;011;011;003;011;1000020;1001020;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0123;SnakeMonster;0001;0204;3817;00;0350;0315;0000;0003;0083;0000;0000;0000;0000;0001;0008;0000;1000;0500;0062;32771;0066;0000;0001;94035;0500;006;012;006;012;012;003;013;1000030;1001030;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0124;SandElf;0001;0131;4608;00;0439;0397;0000;0021;0087;0000;0000;0000;0000;0001;0008;0000;1000;0500;0067;32771;0036;0000;0002;0000;0500;006;013;006;013;013;004;013;1000030;1001030;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0125;LapidatingMob;0001;0105;5886;00;0496;0448;0000;0025;0083;0000;0000;0000;0000;0001;0008;0000;1000;0500;0072;32771;0042;0000;0001;98054056;0500;006;014;006;014;014;004;015;1000030;1001030;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0126;ToughMonster;0001;0105;6767;00;0589;0532;0000;0025;0086;0000;0000;0000;0000;0001;0008;0000;1000;0500;0077;32771;0042;0000;0001;0000;0500;007;015;006;015;015;005;015;1000030;1001030;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0127;EvilBlade;0001;0200;9338;00;0691;0624;0000;0028;0087;0000;0000;0000;0000;0001;0012;0000;1000;0500;0082;32771;0054;0000;0001;0000;0500;007;016;007;016;016;006;017;1002000;1001040;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0200;DevilKingL120;0001;0197;65000;00;0800;0800;0000;0019;0075;0000;0000;0000;0000;0001;0010;0000;2000;0500;0120;32771;0036;0000;0001;98054272;0100;009;021;009;021;022;009;021;1002020;1002030;1001;0000;0050;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0201;DevilKingL122;0001;0197;65000;00;0900;0900;0000;0019;0075;0000;0000;0000;0000;0001;0010;0000;2000;0500;0122;32771;0036;0000;0001;98054331;0100;009;021;009;021;022;009;021;1002020;1002030;1002;0000;0050;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0900;Guard1;0001;0900;65535;00;99999999;99999999;100000;0050;0085;0000;0000;0000;0000;0015;0015;0000;1000;1000;0500;32815;0000;0000;0001;0000;0500;000;000;000;000;000;000;000;1002020;1001020;8036;0000;0100;0000;0000;00;0;255;100;0;0;0;0;0;0;0;0;0;0;0;0;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0910;Guard2;0001;0910;5000;00;99999999;99999999;50000;0250;0085;0000;0000;0000;0000;0002;0015;0000;1000;1000;0060;32831;0000;0000;0001;0000;0500;000;000;000;000;000;000;000;0000;0000;8036;0000;0100;0000;0000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
0911;Guard2;0001;0910;5000;00;5000;2000;50000;0250;0085;0000;0000;0000;0000;0002;0015;0000;1000;1000;0060;41018;0000;0000;0001;0000;0500;000;000;000;000;000;000;000;0000;0000;0000;0000;0000;0000;0000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
1400;HugeSnake;0001;0203;1828;00;0060;0060;0020;0015;0070;0000;0000;0000;0000;0001;0008;0000;2000;0500;0042;32771;0000;0000;0001;98053988;0500;004;007;003;007;007;000;009;1000020;1001020;1000;0000;0100;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
1401;BanditLeader;0001;0201;2643;00;0100;0100;0020;0018;0070;0000;0000;0000;0000;0001;0008;0000;2000;0500;0052;32771;0000;0000;0002;98054011;0500;005;009;005;009;009;002;011;1000020;1001020;1000;0020;0100;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
1402;HugeSpirit;0001;0202;3184;00;0160;0160;0050;0005;0070;0000;0000;0000;0000;0001;0008;0000;2000;0500;0057;32771;0000;0000;0001;98054021;0400;005;011;005;011;011;003;005;1002010;1001020;1000;0020;0100;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
1403;CateranSoldier;0001;0201;4771;00;0220;0220;0050;0003;0070;0000;0000;0000;0000;0001;0008;0000;2000;0500;0062;32771;0000;0000;0001;98054036;0400;006;012;006;012;012;003;005;1002010;1001020;1000;0020;0100;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
1404;SeniorCateran;0001;0201;5760;00;0260;0260;0080;0004;0070;0000;0000;0000;0000;0001;0008;0000;2000;0500;0067;32771;0000;0000;0000;98054046;0400;006;013;006;013;013;004;006;1002010;1001020;1000;0020;0100;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
1405;CateranLeader;0001;0211;7358;00;0300;0300;0080;0003;0070;0000;0000;0000;0000;0001;0008;0000;2000;0500;0072;32771;0000;0000;0001;98054060;0400;006;014;006;014;014;004;006;1002010;1001020;1000;0020;0100;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
1406;ChiefCateran;0001;0211;8459;00;0360;0360;0100;0008;0070;0000;0000;0000;0000;0001;0008;0000;2000;0500;0078;32771;0000;0000;0001;98054098;0400;007;015;006;015;015;005;007;1002010;1001020;1000;0020;0100;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
1407;HugeApe;0001;0156;11673;00;0440;0440;0100;0007;0070;0000;0000;0000;0000;0001;0008;0000;2000;0500;0082;32771;0000;0000;0001;98054109;0400;007;016;007;016;016;006;007;1002020;1001020;1000;0020;0100;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
1408;SeniorApe;0001;0103;13422;00;0500;0500;0150;0011;0070;0000;0000;0000;0000;0009;0008;0000;2000;0500;0088;32771;0000;0000;0001;98054135;0400;008;017;007;017;017;007;008;1002020;1001020;1000;0020;0100;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
1409;AlienApe;0001;0503;15432;00;0600;0600;0150;0011;0070;0000;0000;0000;0000;0001;0010;0000;2000;1000;0092;32771;0000;0000;0001;98054144;0400;008;018;008;018;018;007;008;1002020;1001020;1000;0020;0100;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
1410;SeniorSnakeman;0001;0204;20697;00;0620;0620;0200;0013;0070;0000;0000;0000;0000;0001;0010;0000;2000;1000;0097;32771;0000;0000;0001;98054166;0400;008;019;008;019;019;008;008;1002020;1001020;1000;0020;0100;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
1411;Serpent;0001;0404;24472;00;0700;0700;0200;0013;0070;0000;0000;0000;0000;0001;0010;0000;2000;1000;0102;32771;0000;0000;0001;98054194;0400;008;020;009;020;020;008;009;1002020;1001020;1000;0020;0100;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
1412;SeniorSerpent;0001;0604;28140;00;0800;0800;0250;0013;0070;0000;0000;0000;0000;0001;0010;0000;2000;1000;0107;32771;0000;0000;0001;98054208;0400;009;021;009;021;021;009;009;1002020;1001020;1000;0020;0100;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
1413;AlienSerpent;0001;0204;35050;00;0900;0900;0250;0019;0070;0000;0000;0000;0000;0001;0010;0000;2000;1000;0112;32771;0000;0000;0001;98054231;0400;009;022;009;022;022;009;009;1002020;1001020;1000;0020;0100;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
1414;Basilisk;0001;0204;60460;00;1000;1000;0300;0019;0070;0000;0000;0000;0000;0010;0010;0000;2000;1000;0117;32771;0000;0000;0001;98054248;0400;009;021;009;021;021;009;009;1002020;1001020;1000;0020;0100;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
1610;Goblin;0001;0133;0033;00;0006;0005;0000;0000;0036;0000;0000;0000;0000;0001;0008;0000;1000;0500;0001;32771;0006;0000;0000;98053912;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2000;Robot;0001;0214;280000;00;0282;0179;0130;0050;0009;0000;0000;0000;0000;0001;0008;0000;1000;0500;0060;32771;0000;0000;0001;0000;0200;099;099;099;099;099;099;099;1002020;1002030;0000;0034;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2001;Robot;0001;0214;300000;00;0395;0245;0160;0055;0012;0000;0000;0000;0000;0001;0008;0000;1000;0500;0060;32771;0000;0000;0001;0000;0200;099;099;099;099;099;099;099;1002020;1002030;0000;0045;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2002;Robot;0001;0214;320000;00;0616;0367;0210;0060;0015;0000;0000;0000;0000;0001;0008;0000;1000;0500;0060;32771;0000;0000;0001;0000;0200;099;099;099;099;099;099;099;1002020;1002030;0000;0053;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2003;Robot;0001;0214;350000;00;0724;0429;0290;0065;0015;0000;0000;0000;0000;0001;0008;0000;1000;0500;0060;32771;0000;0000;0001;0000;0200;099;099;099;099;099;099;099;1002020;1002030;0000;0053;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2005;WaterElf;0001;0213;50000;00;0930;0656;0290;0080;0040;0000;0000;0000;0000;0001;0008;0000;0500;1000;0060;32771;0000;0000;0001;0000;0500;099;099;099;099;099;099;099;0000;0000;0000;0045;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0;0;0;0;0;0;0000000000
2006;WaterElf;0001;0213;70000;00;1062;0750;0320;0080;0040;0000;0000;0000;0000;0001;0008;0000;0500;1000;0065;32771;0000;0000;0001;0000;0500;099;099;099;099;099;099;099;0000;0000;0000;0046;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0;0000000000
2007;WaterElf;0001;0213;80000;00;1292;0910;0510;0080;0040;0000;0000;0000;0000;0001;0008;0000;0500;1000;0070;32771;0000;0000;0001;0000;0500;099;099;099;099;099;099;099;0000;0000;0000;0050;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3000;0;0;0;0;0;0;0;0;0000000000
2008;WaterElf;0001;0213;90000;00;1428;1000;0600;0080;0040;0000;0000;0000;0000;0001;0008;0000;0500;1000;0075;32771;0000;0000;0001;0000;0500;099;099;099;099;099;099;099;0000;0000;0000;0053;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3500;0;0;0;0;0;0;0;0;0000000000
2009;WaterElf;0001;0213;100000;00;1570;1100;0700;0080;0040;0000;0000;0000;0000;0001;0008;0000;0500;0500;0080;32771;0000;0000;0001;0000;0300;099;099;099;099;099;099;099;0000;0000;0000;0055;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4000;0;0;0;0;0;0;0;0;0000000000
2010;Robot;0001;0274;380000;00;1231;0704;0530;0070;0020;0000;0000;0000;0000;0001;0008;0000;1000;0500;0060;32771;0000;0000;0001;0000;0200;099;099;099;099;099;099;099;1002020;1002030;0000;0050;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2011;Robot;0001;0274;400000;00;1673;0941;0800;0070;0025;0000;0000;0000;0000;0001;0008;0000;1000;0500;0060;32771;0000;0000;0001;0000;0200;099;099;099;099;099;099;099;1002020;1002030;0000;0053;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2012;Robot;0001;0274;450000;00;1991;1107;0950;0070;0030;0000;0000;0000;0000;0001;0008;0000;1000;0500;0060;32771;0000;0000;0001;0000;0200;099;099;099;099;099;099;099;1002020;1002030;0000;0055;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2013;Robot;0001;0374;500000;00;2226;1235;1600;0070;0035;0000;0000;0000;0000;0001;0008;0000;1000;0500;0060;32771;0000;0000;0001;0000;0200;099;099;099;099;099;099;099;1002020;1002030;0000;0055;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2020;DivineHare;0001;0207;50000;00;0182;0122;1300;0100;0035;0000;0000;0000;0000;0001;0008;0000;1000;0500;0055;32803;0000;0000;0001;0000;0200;099;099;099;099;099;099;099;0000;0000;0000;0094;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2021;DivineHare;0001;0207;60000;00;0200;0134;1400;0100;0040;0000;0000;0000;0000;0001;0008;0000;1000;0500;0065;32803;0000;0000;0001;0000;0200;099;099;099;099;099;099;099;0000;0000;0000;0096;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2022;DivineHare;0001;0267;70000;00;0240;0160;1500;0100;0045;0000;0000;0000;0000;0001;0008;0000;1000;0500;0075;32803;0000;0000;0001;0000;0200;099;099;099;099;099;099;099;0000;0000;0000;0097;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2023;DivineHare;0001;0267;80000;00;0258;0172;1600;0100;0050;0000;0000;0000;0000;0001;0008;0000;1000;0500;0085;32803;0000;0000;0001;0000;0200;099;099;099;099;099;099;099;0000;0000;0000;0098;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2024;DivineHare;0001;0229;100000;00;0300;0200;1900;0100;0055;0000;0000;0000;0000;0001;0008;0000;1000;0500;0095;32803;0000;0000;0001;0000;0200;099;099;099;099;099;099;099;0000;0000;0000;0099;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2030;NightDevil;0001;0217;100000;00;1215;0610;0100;0100;0030;0000;0000;0000;0000;0007;0008;0000;0500;0100;0080;32771;0000;0000;0007;0000;0200;099;099;099;099;099;099;099;0000;0000;0000;0096;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0;0;0;0000000000
2031;NightDevil;0001;0217;100000;00;1310;0650;0400;0100;0030;0000;0000;0000;0000;0007;0008;0000;0500;0100;0090;32771;0000;0000;0007;0000;0200;099;099;099;099;099;099;099;0000;0000;0000;0097;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3000;0;0;0;0;0;0000000000
2032;NightDevil;0001;0277;100000;00;1420;0710;0650;0100;0030;0000;0000;0000;0000;0008;0008;0000;0500;0100;0100;32771;0000;0000;0008;0000;0200;099;099;099;099;099;099;099;0000;0000;0000;0098;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4000;0;0;0;0;0;0000000000
2033;NightDevil;0001;0277;100000;00;1555;0780;0720;0110;0030;0000;0000;0000;0000;0009;0008;0000;0500;0100;0110;32771;0000;0000;0009;0000;0200;099;099;099;099;099;099;099;0000;0000;0000;0098;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;0;0;0;0000000000
2034;NightDevil;0001;0377;100000;00;1660;0840;1200;0120;0030;0000;0000;0000;0000;0009;0008;0000;0500;0100;0120;32771;0000;0000;0009;0000;0200;099;099;099;099;099;099;099;0000;0000;0000;0099;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6000;0;0;0;0;0;0000000000
2040;WaterElf;0001;0273;110000;00;1700;1200;0880;0080;0040;0000;0000;0000;0000;0001;0008;0000;0500;0500;0085;32771;0000;0000;0001;0000;0300;099;099;099;099;099;099;099;0000;0000;0000;0057;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;0;0;0;0;0;0;0000000000
2041;WaterElf;0001;0273;120000;00;1900;1300;1540;0080;0040;0000;0000;0000;0000;0001;0008;0000;0500;0500;0095;32771;0000;0000;0001;0000;0300;099;099;099;099;099;099;099;0000;0000;0000;0059;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6000;0;0;0;0;0;0;0;0;0000000000
2042;WaterElf;0001;0273;130000;00;2100;1500;1880;0080;0040;0000;0000;0000;0000;0001;0008;0000;0500;0500;0105;32771;0000;0000;0001;0000;0300;099;099;099;099;099;099;099;0000;0000;0000;0061;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7000;0;0;0;0;0;0;0;0;0000000000
2043;WaterElf;0001;0373;150000;00;2300;1600;1970;0080;0040;0000;0000;0000;0000;0001;0008;0000;0500;0500;0115;32771;0000;0000;0001;0000;0300;099;099;099;099;099;099;099;0000;0000;0000;0063;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8000;0;0;0;0;0;0;0;0;0000000000
2100;Pheasant;0001;0231;0033;00;0006;0005;0000;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32771;0006;0000;0000;98053925;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;10000;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2101;Robin;0001;0132;0183;00;0035;0031;0000;0002;0036;0000;0000;0000;0000;0001;0008;0000;1000;0500;0012;32771;0015;0000;0000;0000;0500;000;001;000;001;001;099;003;1000000;1001000;0000;0000;0000;0000;10000;03;6;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2102;Apparition;0001;0233;0183;00;0035;0031;0000;0002;0036;0000;0000;0000;0000;0001;0008;0000;1000;0500;0012;32771;0015;0000;0000;0000;0500;000;001;000;001;001;099;003;1000000;1001000;0000;0000;0000;0000;10000;03;6;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2104;DisGoblin;0001;0326;0300;00;0020;0019;0000;0010;0075;0000;0000;0000;0000;0001;0008;0000;1000;0500;0010;32771;0029;0000;0001;7594200;0500;003;005;002;005;005;099;007;1000010;1001010;0000;0000;0000;0000;10000;07;10;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2105;UndeadPuppet;0001;0160;0300;00;0058;0053;0000;0010;0075;0000;0000;0000;0000;0001;0008;0000;1000;0500;0010;32771;0029;0000;0001;7594200;0500;003;005;002;005;005;099;007;1000010;1001010;0000;0000;0000;0000;10000;07;10;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2106;GhostWolf;0001;0325;0500;00;0092;0082;0000;0010;0075;0000;0000;0000;0000;0001;0008;0000;1000;0500;0020;32771;0029;0000;0001;7594200;0500;003;005;002;005;005;099;007;1000010;1001010;0000;0000;0000;0000;10000;07;10;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2107;DisMessenger;0001;0329;0500;00;0092;0082;0000;0010;0075;0000;0000;0000;0000;0001;0008;0000;1000;0500;0020;32771;0029;0000;0001;7594200;0500;003;005;002;005;005;099;007;1000010;1001010;0000;0000;0000;0000;10000;07;10;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
